,param_logreg__C,param_logreg__class_weight,param_logreg__max_iter,param_logreg__penalty,param_logreg__solver,param_logreg__tol,mean_test_score,std_test_score,name
5576,0.01,balanced,1000,l2,saga,0.001,0.6341119528619528,0.004827057614246973,no_smote_logreg
5577,0.01,balanced,1000,l2,saga,0.01,0.630429292929293,0.004180036706375477,no_smote_logreg
5578,0.01,balanced,1000,l2,saga,0.1,0.6188131313131313,0.008040097630914353,no_smote_logreg
5579,0.01,balanced,1000,l2,saga,1,0.5958754208754209,0.006918697808141546,no_smote_logreg
5580,0.01,balanced,1000,l1,liblinear,0.0001,0.7040193602693603,0.0027096664314511503,no_smote_logreg
5581,0.01,balanced,1000,l1,liblinear,0.001,0.7039983164983166,0.0027817604853227667,no_smote_logreg
5582,0.01,balanced,1000,l1,liblinear,0.01,0.7040614478114479,0.0031807435432490653,no_smote_logreg
5583,0.01,balanced,1000,l1,liblinear,0.1,0.7042718855218855,0.005833567148325649,no_smote_logreg
5584,0.01,balanced,1000,l1,liblinear,1,0.6983796296296296,0.004691675600359469,no_smote_logreg
5605,0.01,balanced,1000,l1,saga,0.0001,0.6175084175084175,0.00399077793668664,no_smote_logreg
5606,0.01,balanced,1000,l1,saga,0.001,0.6172558922558922,0.004221676290698161,no_smote_logreg
5607,0.01,balanced,1000,l1,saga,0.01,0.6139099326599327,0.005210872846176603,no_smote_logreg
5608,0.01,balanced,1000,l1,saga,0.1,0.6054713804713805,0.005385972212604002,no_smote_logreg
5609,0.01,balanced,1000,l1,saga,1,0.5893728956228956,0.010567996604555601,no_smote_logreg
5645,0.01,balanced,10000,,lbfgs,0.0001,0.6312920875420875,0.004762312790128395,no_smote_logreg
5646,0.01,balanced,10000,,lbfgs,0.001,0.6312920875420875,0.004762312790128395,no_smote_logreg
5647,0.01,balanced,10000,,lbfgs,0.01,0.6312920875420875,0.004762312790128395,no_smote_logreg
5648,0.01,balanced,10000,,lbfgs,0.1,0.6312920875420875,0.004762312790128395,no_smote_logreg
5649,0.01,balanced,10000,,lbfgs,1,0.6313131313131313,0.004867438344368824,no_smote_logreg
5660,0.01,balanced,10000,,sag,0.0001,0.6316077441077441,0.0049488220757032166,no_smote_logreg
5661,0.01,balanced,10000,,sag,0.001,0.6330597643097644,0.004274320929245136,no_smote_logreg
5662,0.01,balanced,10000,,sag,0.01,0.634469696969697,0.0030676304160592222,no_smote_logreg
5663,0.01,balanced,10000,,sag,0.1,0.628577441077441,0.005202963340565486,no_smote_logreg
5664,0.01,balanced,10000,,sag,1,0.5934132996632997,0.020195596446433154,no_smote_logreg
5665,0.01,balanced,10000,,saga,0.0001,0.6316077441077441,0.005093462095679464,no_smote_logreg
5666,0.01,balanced,10000,,saga,0.001,0.6340277777777779,0.00489981060963059,no_smote_logreg
5667,0.01,balanced,10000,,saga,0.01,0.6326599326599327,0.003879937261020075,no_smote_logreg
5668,0.01,balanced,10000,,saga,0.1,0.6208754208754209,0.005772824604717664,no_smote_logreg
5669,0.01,balanced,10000,,saga,1,0.5990740740740741,0.012541381355392928,no_smote_logreg
5670,0.01,balanced,10000,l2,liblinear,0.0001,0.7158459595959595,0.00441548265045514,no_smote_logreg
5671,0.01,balanced,10000,l2,liblinear,0.001,0.7158249158249157,0.0044746599102685365,no_smote_logreg
5672,0.01,balanced,10000,l2,liblinear,0.01,0.7157828282828282,0.004299011173451419,no_smote_logreg
5673,0.01,balanced,10000,l2,liblinear,0.1,0.7156355218855218,0.004360988364206918,no_smote_logreg
5674,0.01,balanced,10000,l2,liblinear,1,0.7040193602693603,0.004293651322392955,no_smote_logreg
5675,0.01,balanced,10000,l2,lbfgs,0.0001,0.6347222222222222,0.004646624759355222,no_smote_logreg
5676,0.01,balanced,10000,l2,lbfgs,0.001,0.6347222222222222,0.004646624759355222,no_smote_logreg
5677,0.01,balanced,10000,l2,lbfgs,0.01,0.6347222222222222,0.004646624759355222,no_smote_logreg
5678,0.01,balanced,10000,l2,lbfgs,0.1,0.6347222222222222,0.004646624759355222,no_smote_logreg
5679,0.01,balanced,10000,l2,lbfgs,1,0.6347643097643096,0.004642715665391763,no_smote_logreg
5685,0.01,balanced,10000,l2,newton-cholesky,0.0001,0.6704545454545454,0.0042833250656864955,no_smote_logreg
5686,0.01,balanced,10000,l2,newton-cholesky,0.001,0.6703703703703703,0.0042835318347757365,no_smote_logreg
5687,0.01,balanced,10000,l2,newton-cholesky,0.01,0.6706649831649831,0.004449152885493681,no_smote_logreg
5688,0.01,balanced,10000,l2,newton-cholesky,0.1,0.6690656565656565,0.0038212846064791302,no_smote_logreg
5689,0.01,balanced,10000,l2,newton-cholesky,1,0.665993265993266,0.004616986102254626,no_smote_logreg
5690,0.01,balanced,10000,l2,sag,0.0001,0.6349537037037036,0.005168206218726013,no_smote_logreg
5691,0.01,balanced,10000,l2,sag,0.001,0.6348063973063972,0.004930443733993269,no_smote_logreg
5692,0.01,balanced,10000,l2,sag,0.01,0.6322390572390573,0.003924197826722178,no_smote_logreg
5693,0.01,balanced,10000,l2,sag,0.1,0.6215277777777778,0.005244925111001487,no_smote_logreg
5694,0.01,balanced,10000,l2,sag,1,0.6051136363636364,0.01297105682206456,no_smote_logreg
5695,0.01,balanced,10000,l2,saga,0.0001,0.6350168350168349,0.005174115139871042,no_smote_logreg
5696,0.01,balanced,10000,l2,saga,0.001,0.6341750841750841,0.00483429974025391,no_smote_logreg
5697,0.01,balanced,10000,l2,saga,0.01,0.6305345117845118,0.004451441570130408,no_smote_logreg
5698,0.01,balanced,10000,l2,saga,0.1,0.6174452861952862,0.005310540617377008,no_smote_logreg
5699,0.01,balanced,10000,l2,saga,1,0.5946338383838384,0.009344619165330158,no_smote_logreg
5700,0.01,balanced,10000,l1,liblinear,0.0001,0.703956228956229,0.002737793804040773,no_smote_logreg
5701,0.01,balanced,10000,l1,liblinear,0.001,0.7039351851851852,0.0027157066026936784,no_smote_logreg
5702,0.01,balanced,10000,l1,liblinear,0.01,0.7038299663299663,0.0033771154969252037,no_smote_logreg
5703,0.01,balanced,10000,l1,liblinear,0.1,0.7033670033670034,0.004652720194963379,no_smote_logreg
5704,0.01,balanced,10000,l1,liblinear,1,0.6997895622895622,0.002939657396564813,no_smote_logreg
5725,0.01,balanced,10000,l1,saga,0.0001,0.6175084175084175,0.00399077793668664,no_smote_logreg
5726,0.01,balanced,10000,l1,saga,0.001,0.617276936026936,0.004234245195472414,no_smote_logreg
5727,0.01,balanced,10000,l1,saga,0.01,0.6140151515151515,0.005080055246530588,no_smote_logreg
5728,0.01,balanced,10000,l1,saga,0.1,0.6058291245791245,0.006273514868024845,no_smote_logreg
5729,0.01,balanced,10000,l1,saga,1,0.6017255892255892,0.017992165808292254,no_smote_logreg
5765,0.01,"{0: 1, 1: 2, 2: 1}",100,,lbfgs,0.0001,0.7358375420875422,0.005689840327547569,no_smote_logreg
5766,0.01,"{0: 1, 1: 2, 2: 1}",100,,lbfgs,0.001,0.7358375420875422,0.005689840327547569,no_smote_logreg
5767,0.01,"{0: 1, 1: 2, 2: 1}",100,,lbfgs,0.01,0.7358375420875422,0.005689840327547569,no_smote_logreg
5768,0.01,"{0: 1, 1: 2, 2: 1}",100,,lbfgs,0.1,0.7358375420875422,0.005689840327547569,no_smote_logreg
5769,0.01,"{0: 1, 1: 2, 2: 1}",100,,lbfgs,1,0.7358375420875422,0.005689840327547569,no_smote_logreg
5780,0.01,"{0: 1, 1: 2, 2: 1}",100,,sag,0.0001,0.7380050505050505,0.005394352240639301,no_smote_logreg
5781,0.01,"{0: 1, 1: 2, 2: 1}",100,,sag,0.001,0.7380892255892256,0.005420313353130712,no_smote_logreg
5782,0.01,"{0: 1, 1: 2, 2: 1}",100,,sag,0.01,0.735290404040404,0.0043674824637444315,no_smote_logreg
5783,0.01,"{0: 1, 1: 2, 2: 1}",100,,sag,0.1,0.7274410774410776,0.0034748357677426146,no_smote_logreg
5784,0.01,"{0: 1, 1: 2, 2: 1}",100,,sag,1,0.7138257575757574,0.002511536826234961,no_smote_logreg
5785,0.01,"{0: 1, 1: 2, 2: 1}",100,,saga,0.0001,0.7378367003367003,0.004035029920624951,no_smote_logreg
5786,0.01,"{0: 1, 1: 2, 2: 1}",100,,saga,0.001,0.7378998316498316,0.003908140470623374,no_smote_logreg
5787,0.01,"{0: 1, 1: 2, 2: 1}",100,,saga,0.01,0.7327020202020201,0.003552971374000117,no_smote_logreg
5788,0.01,"{0: 1, 1: 2, 2: 1}",100,,saga,0.1,0.7257996632996633,0.0026072204741927427,no_smote_logreg
5789,0.01,"{0: 1, 1: 2, 2: 1}",100,,saga,1,0.7134048821548822,0.0029260680708460152,no_smote_logreg
5790,0.01,"{0: 1, 1: 2, 2: 1}",100,l2,liblinear,0.0001,0.7337542087542087,0.00329964719469717,no_smote_logreg
5791,0.01,"{0: 1, 1: 2, 2: 1}",100,l2,liblinear,0.001,0.7337121212121211,0.003266465089664898,no_smote_logreg
5792,0.01,"{0: 1, 1: 2, 2: 1}",100,l2,liblinear,0.01,0.733459595959596,0.00322416395305189,no_smote_logreg
5793,0.01,"{0: 1, 1: 2, 2: 1}",100,l2,liblinear,0.1,0.733459595959596,0.0031944971227518193,no_smote_logreg
5794,0.01,"{0: 1, 1: 2, 2: 1}",100,l2,liblinear,1,0.7232744107744107,0.0030741197108291388,no_smote_logreg
5795,0.01,"{0: 1, 1: 2, 2: 1}",100,l2,lbfgs,0.0001,0.7340488215488216,0.0038312379951224813,no_smote_logreg
5796,0.01,"{0: 1, 1: 2, 2: 1}",100,l2,lbfgs,0.001,0.7340488215488216,0.0038312379951224813,no_smote_logreg
5797,0.01,"{0: 1, 1: 2, 2: 1}",100,l2,lbfgs,0.01,0.7340488215488216,0.0038312379951224813,no_smote_logreg
5798,0.01,"{0: 1, 1: 2, 2: 1}",100,l2,lbfgs,0.1,0.7340488215488216,0.0038312379951224813,no_smote_logreg
5799,0.01,"{0: 1, 1: 2, 2: 1}",100,l2,lbfgs,1,0.7340909090909091,0.003861058902754118,no_smote_logreg
5805,0.01,"{0: 1, 1: 2, 2: 1}",100,l2,newton-cholesky,0.0001,0.7332491582491583,0.0031645521860731666,no_smote_logreg
5806,0.01,"{0: 1, 1: 2, 2: 1}",100,l2,newton-cholesky,0.001,0.7332070707070707,0.003135874949050974,no_smote_logreg
5807,0.01,"{0: 1, 1: 2, 2: 1}",100,l2,newton-cholesky,0.01,0.7333333333333333,0.0031075031096023656,no_smote_logreg
5808,0.01,"{0: 1, 1: 2, 2: 1}",100,l2,newton-cholesky,0.1,0.7339015151515151,0.0027014825817982175,no_smote_logreg
5809,0.01,"{0: 1, 1: 2, 2: 1}",100,l2,newton-cholesky,1,0.7364478114478115,0.002359719036021888,no_smote_logreg
5810,0.01,"{0: 1, 1: 2, 2: 1}",100,l2,sag,0.0001,0.7340277777777777,0.004206333478924159,no_smote_logreg
5811,0.01,"{0: 1, 1: 2, 2: 1}",100,l2,sag,0.001,0.7334806397306397,0.004196636596223883,no_smote_logreg
5812,0.01,"{0: 1, 1: 2, 2: 1}",100,l2,sag,0.01,0.7320917508417508,0.003465136633268951,no_smote_logreg
5813,0.01,"{0: 1, 1: 2, 2: 1}",100,l2,sag,0.1,0.7268097643097643,0.0033409927559504703,no_smote_logreg
5814,0.01,"{0: 1, 1: 2, 2: 1}",100,l2,sag,1,0.7098695286195287,0.003919229342214338,no_smote_logreg
5815,0.01,"{0: 1, 1: 2, 2: 1}",100,l2,saga,0.0001,0.7336700336700337,0.0042477152885657165,no_smote_logreg
5816,0.01,"{0: 1, 1: 2, 2: 1}",100,l2,saga,0.001,0.7335227272727273,0.0042913816778630005,no_smote_logreg
5817,0.01,"{0: 1, 1: 2, 2: 1}",100,l2,saga,0.01,0.7304082491582491,0.0035596955399073453,no_smote_logreg
5818,0.01,"{0: 1, 1: 2, 2: 1}",100,l2,saga,0.1,0.7243476430976431,0.002191383172886344,no_smote_logreg
5819,0.01,"{0: 1, 1: 2, 2: 1}",100,l2,saga,1,0.7125,0.0018496983959045302,no_smote_logreg
5820,0.01,"{0: 1, 1: 2, 2: 1}",100,l1,liblinear,0.0001,0.7232744107744108,0.0014085185631886829,no_smote_logreg
5821,0.01,"{0: 1, 1: 2, 2: 1}",100,l1,liblinear,0.001,0.7231902356902358,0.001444835344593596,no_smote_logreg
5822,0.01,"{0: 1, 1: 2, 2: 1}",100,l1,liblinear,0.01,0.7230429292929293,0.0019083811529889813,no_smote_logreg
5823,0.01,"{0: 1, 1: 2, 2: 1}",100,l1,liblinear,0.1,0.7217592592592592,0.0015314314308636635,no_smote_logreg
5824,0.01,"{0: 1, 1: 2, 2: 1}",100,l1,liblinear,1,0.719949494949495,0.0017689289296016393,no_smote_logreg
5845,0.01,"{0: 1, 1: 2, 2: 1}",100,l1,saga,0.0001,0.7212962962962963,0.001406001101724749,no_smote_logreg
5846,0.01,"{0: 1, 1: 2, 2: 1}",100,l1,saga,0.001,0.7212962962962963,0.001406001101724749,no_smote_logreg
5847,0.01,"{0: 1, 1: 2, 2: 1}",100,l1,saga,0.01,0.7194023569023569,0.0019734076101852334,no_smote_logreg
5848,0.01,"{0: 1, 1: 2, 2: 1}",100,l1,saga,0.1,0.7198863636363637,0.0005381612732552076,no_smote_logreg
5849,0.01,"{0: 1, 1: 2, 2: 1}",100,l1,saga,1,0.7131944444444445,0.0019405962766664234,no_smote_logreg
5885,0.01,"{0: 1, 1: 2, 2: 1}",1000,,lbfgs,0.0001,0.7367845117845118,0.00498990367575675,no_smote_logreg
5886,0.01,"{0: 1, 1: 2, 2: 1}",1000,,lbfgs,0.001,0.7367845117845118,0.00498990367575675,no_smote_logreg
5887,0.01,"{0: 1, 1: 2, 2: 1}",1000,,lbfgs,0.01,0.7367845117845118,0.00498990367575675,no_smote_logreg
5888,0.01,"{0: 1, 1: 2, 2: 1}",1000,,lbfgs,0.1,0.7367845117845118,0.00498990367575675,no_smote_logreg
5889,0.01,"{0: 1, 1: 2, 2: 1}",1000,,lbfgs,1,0.7367213804713805,0.004998238956840934,no_smote_logreg
5900,0.01,"{0: 1, 1: 2, 2: 1}",1000,,sag,0.0001,0.7369107744107743,0.005152330017416729,no_smote_logreg
5901,0.01,"{0: 1, 1: 2, 2: 1}",1000,,sag,0.001,0.7365109427609429,0.005326776639367457,no_smote_logreg
5902,0.01,"{0: 1, 1: 2, 2: 1}",1000,,sag,0.01,0.7353324915824916,0.004309916381208038,no_smote_logreg
5903,0.01,"{0: 1, 1: 2, 2: 1}",1000,,sag,0.1,0.7276094276094276,0.0029441732332121245,no_smote_logreg
5904,0.01,"{0: 1, 1: 2, 2: 1}",1000,,sag,1,0.7126893939393939,0.0034092208064374235,no_smote_logreg
5905,0.01,"{0: 1, 1: 2, 2: 1}",1000,,saga,0.0001,0.7366372053872053,0.0050811012069232634,no_smote_logreg
5906,0.01,"{0: 1, 1: 2, 2: 1}",1000,,saga,0.001,0.7370159932659933,0.00532727542457751,no_smote_logreg
5907,0.01,"{0: 1, 1: 2, 2: 1}",1000,,saga,0.01,0.7327441077441077,0.003674534084636274,no_smote_logreg
5908,0.01,"{0: 1, 1: 2, 2: 1}",1000,,saga,0.1,0.7256944444444444,0.0023919650232967966,no_smote_logreg
5909,0.01,"{0: 1, 1: 2, 2: 1}",1000,,saga,1,0.7135311447811448,0.001932821970236547,no_smote_logreg
5910,0.01,"{0: 1, 1: 2, 2: 1}",1000,l2,liblinear,0.0001,0.7337542087542087,0.00329964719469717,no_smote_logreg
5911,0.01,"{0: 1, 1: 2, 2: 1}",1000,l2,liblinear,0.001,0.7337121212121211,0.003266465089664898,no_smote_logreg
5912,0.01,"{0: 1, 1: 2, 2: 1}",1000,l2,liblinear,0.01,0.733459595959596,0.00322416395305189,no_smote_logreg
5913,0.01,"{0: 1, 1: 2, 2: 1}",1000,l2,liblinear,0.1,0.733459595959596,0.0031944971227518193,no_smote_logreg
5914,0.01,"{0: 1, 1: 2, 2: 1}",1000,l2,liblinear,1,0.7232744107744107,0.0030741197108291388,no_smote_logreg
5915,0.01,"{0: 1, 1: 2, 2: 1}",1000,l2,lbfgs,0.0001,0.7340698653198653,0.0038491122441662255,no_smote_logreg
5916,0.01,"{0: 1, 1: 2, 2: 1}",1000,l2,lbfgs,0.001,0.7340698653198653,0.0038491122441662255,no_smote_logreg
5917,0.01,"{0: 1, 1: 2, 2: 1}",1000,l2,lbfgs,0.01,0.7340698653198653,0.0038491122441662255,no_smote_logreg
5918,0.01,"{0: 1, 1: 2, 2: 1}",1000,l2,lbfgs,0.1,0.7340698653198653,0.0038491122441662255,no_smote_logreg
5919,0.01,"{0: 1, 1: 2, 2: 1}",1000,l2,lbfgs,1,0.7340909090909091,0.003861058902754118,no_smote_logreg
5925,0.01,"{0: 1, 1: 2, 2: 1}",1000,l2,newton-cholesky,0.0001,0.7332491582491583,0.0031645521860731666,no_smote_logreg
5926,0.01,"{0: 1, 1: 2, 2: 1}",1000,l2,newton-cholesky,0.001,0.7332070707070707,0.003135874949050974,no_smote_logreg
5927,0.01,"{0: 1, 1: 2, 2: 1}",1000,l2,newton-cholesky,0.01,0.7333333333333333,0.0031075031096023656,no_smote_logreg
5928,0.01,"{0: 1, 1: 2, 2: 1}",1000,l2,newton-cholesky,0.1,0.7339015151515151,0.0027014825817982175,no_smote_logreg
5929,0.01,"{0: 1, 1: 2, 2: 1}",1000,l2,newton-cholesky,1,0.7364478114478115,0.002359719036021888,no_smote_logreg
5930,0.01,"{0: 1, 1: 2, 2: 1}",1000,l2,sag,0.0001,0.7340277777777777,0.004206333478924159,no_smote_logreg
5931,0.01,"{0: 1, 1: 2, 2: 1}",1000,l2,sag,0.001,0.7335227272727273,0.004191145825379061,no_smote_logreg
5932,0.01,"{0: 1, 1: 2, 2: 1}",1000,l2,sag,0.01,0.732070707070707,0.003366082576113615,no_smote_logreg
5933,0.01,"{0: 1, 1: 2, 2: 1}",1000,l2,sag,0.1,0.7269149831649833,0.003093219603623367,no_smote_logreg
5934,0.01,"{0: 1, 1: 2, 2: 1}",1000,l2,sag,1,0.7109638047138047,0.002204077604844473,no_smote_logreg
5935,0.01,"{0: 1, 1: 2, 2: 1}",1000,l2,saga,0.0001,0.734006734006734,0.004257919899606438,no_smote_logreg
5936,0.01,"{0: 1, 1: 2, 2: 1}",1000,l2,saga,0.001,0.7335858585858586,0.00427193735351948,no_smote_logreg
5937,0.01,"{0: 1, 1: 2, 2: 1}",1000,l2,saga,0.01,0.7302188552188552,0.0036211187878030116,no_smote_logreg
5938,0.01,"{0: 1, 1: 2, 2: 1}",1000,l2,saga,0.1,0.7244318181818181,0.0019662135735350372,no_smote_logreg
5939,0.01,"{0: 1, 1: 2, 2: 1}",1000,l2,saga,1,0.713404882154882,0.0023027309328530997,no_smote_logreg
5940,0.01,"{0: 1, 1: 2, 2: 1}",1000,l1,liblinear,0.0001,0.7231481481481482,0.001447897088532796,no_smote_logreg
5941,0.01,"{0: 1, 1: 2, 2: 1}",1000,l1,liblinear,0.001,0.7231271043771044,0.0015415190717013906,no_smote_logreg
5942,0.01,"{0: 1, 1: 2, 2: 1}",1000,l1,liblinear,0.01,0.7227483164983165,0.0016218728003364847,no_smote_logreg
5943,0.01,"{0: 1, 1: 2, 2: 1}",1000,l1,liblinear,0.1,0.7211489898989899,0.0011705331637351228,no_smote_logreg
5944,0.01,"{0: 1, 1: 2, 2: 1}",1000,l1,liblinear,1,0.71875,0.0025453395815165838,no_smote_logreg
5965,0.01,"{0: 1, 1: 2, 2: 1}",1000,l1,saga,0.0001,0.7216750841750842,0.001364441504835642,no_smote_logreg
5966,0.01,"{0: 1, 1: 2, 2: 1}",1000,l1,saga,0.001,0.7215488215488216,0.001270667435980674,no_smote_logreg
5967,0.01,"{0: 1, 1: 2, 2: 1}",1000,l1,saga,0.01,0.7194023569023569,0.002053682306187876,no_smote_logreg
5968,0.01,"{0: 1, 1: 2, 2: 1}",1000,l1,saga,0.1,0.7197811447811449,0.0009254475348188492,no_smote_logreg
5969,0.01,"{0: 1, 1: 2, 2: 1}",1000,l1,saga,1,0.7123947811447812,0.002660685068114269,no_smote_logreg
6005,0.01,"{0: 1, 1: 2, 2: 1}",10000,,lbfgs,0.0001,0.7367424242424242,0.004974081578203391,no_smote_logreg
6006,0.01,"{0: 1, 1: 2, 2: 1}",10000,,lbfgs,0.001,0.7367424242424242,0.004974081578203391,no_smote_logreg
6007,0.01,"{0: 1, 1: 2, 2: 1}",10000,,lbfgs,0.01,0.7367424242424242,0.004974081578203391,no_smote_logreg
6008,0.01,"{0: 1, 1: 2, 2: 1}",10000,,lbfgs,0.1,0.7367424242424242,0.004974081578203391,no_smote_logreg
6009,0.01,"{0: 1, 1: 2, 2: 1}",10000,,lbfgs,1,0.7367213804713805,0.004998238956840934,no_smote_logreg
6020,0.01,"{0: 1, 1: 2, 2: 1}",10000,,sag,0.0001,0.7368476430976431,0.0050033750753319004,no_smote_logreg
6021,0.01,"{0: 1, 1: 2, 2: 1}",10000,,sag,0.001,0.736489898989899,0.005365790242645388,no_smote_logreg
6022,0.01,"{0: 1, 1: 2, 2: 1}",10000,,sag,0.01,0.735290404040404,0.004464752317051406,no_smote_logreg
6023,0.01,"{0: 1, 1: 2, 2: 1}",10000,,sag,0.1,0.7270833333333333,0.004031626267618878,no_smote_logreg
6024,0.01,"{0: 1, 1: 2, 2: 1}",10000,,sag,1,0.7115951178451179,0.004877889841434818,no_smote_logreg
6025,0.01,"{0: 1, 1: 2, 2: 1}",10000,,saga,0.0001,0.7368265993265993,0.005020339910758403,no_smote_logreg
6026,0.01,"{0: 1, 1: 2, 2: 1}",10000,,saga,0.001,0.7370159932659933,0.0053595968955796255,no_smote_logreg
6027,0.01,"{0: 1, 1: 2, 2: 1}",10000,,saga,0.01,0.7326599326599326,0.0035894283222698536,no_smote_logreg
6028,0.01,"{0: 1, 1: 2, 2: 1}",10000,,saga,0.1,0.7252314814814815,0.0025108314374199603,no_smote_logreg
6029,0.01,"{0: 1, 1: 2, 2: 1}",10000,,saga,1,0.7139099326599327,0.002531382850790493,no_smote_logreg
6030,0.01,"{0: 1, 1: 2, 2: 1}",10000,l2,liblinear,0.0001,0.7337542087542087,0.00329964719469717,no_smote_logreg
6031,0.01,"{0: 1, 1: 2, 2: 1}",10000,l2,liblinear,0.001,0.7337121212121211,0.003266465089664898,no_smote_logreg
6032,0.01,"{0: 1, 1: 2, 2: 1}",10000,l2,liblinear,0.01,0.733459595959596,0.00322416395305189,no_smote_logreg
6033,0.01,"{0: 1, 1: 2, 2: 1}",10000,l2,liblinear,0.1,0.733459595959596,0.0031944971227518193,no_smote_logreg
6034,0.01,"{0: 1, 1: 2, 2: 1}",10000,l2,liblinear,1,0.7232744107744107,0.0030741197108291388,no_smote_logreg
6035,0.01,"{0: 1, 1: 2, 2: 1}",10000,l2,lbfgs,0.0001,0.7340698653198653,0.0038491122441662255,no_smote_logreg
6036,0.01,"{0: 1, 1: 2, 2: 1}",10000,l2,lbfgs,0.001,0.7340698653198653,0.0038491122441662255,no_smote_logreg
6037,0.01,"{0: 1, 1: 2, 2: 1}",10000,l2,lbfgs,0.01,0.7340698653198653,0.0038491122441662255,no_smote_logreg
6038,0.01,"{0: 1, 1: 2, 2: 1}",10000,l2,lbfgs,0.1,0.7340698653198653,0.0038491122441662255,no_smote_logreg
6039,0.01,"{0: 1, 1: 2, 2: 1}",10000,l2,lbfgs,1,0.7340909090909091,0.003861058902754118,no_smote_logreg
6045,0.01,"{0: 1, 1: 2, 2: 1}",10000,l2,newton-cholesky,0.0001,0.7332491582491583,0.0031645521860731666,no_smote_logreg
6046,0.01,"{0: 1, 1: 2, 2: 1}",10000,l2,newton-cholesky,0.001,0.7332070707070707,0.003135874949050974,no_smote_logreg
6047,0.01,"{0: 1, 1: 2, 2: 1}",10000,l2,newton-cholesky,0.01,0.7333333333333333,0.0031075031096023656,no_smote_logreg
6048,0.01,"{0: 1, 1: 2, 2: 1}",10000,l2,newton-cholesky,0.1,0.7339015151515151,0.0027014825817982175,no_smote_logreg
6049,0.01,"{0: 1, 1: 2, 2: 1}",10000,l2,newton-cholesky,1,0.7364478114478115,0.002359719036021888,no_smote_logreg
6050,0.01,"{0: 1, 1: 2, 2: 1}",10000,l2,sag,0.0001,0.7340277777777777,0.004206333478924159,no_smote_logreg
6051,0.01,"{0: 1, 1: 2, 2: 1}",10000,l2,sag,0.001,0.7335016835016834,0.004218423236810057,no_smote_logreg
6052,0.01,"{0: 1, 1: 2, 2: 1}",10000,l2,sag,0.01,0.7320286195286194,0.0033135754694618744,no_smote_logreg
6053,0.01,"{0: 1, 1: 2, 2: 1}",10000,l2,sag,0.1,0.7274621212121213,0.0029531841905190916,no_smote_logreg
6054,0.01,"{0: 1, 1: 2, 2: 1}",10000,l2,sag,1,0.7112794612794613,0.003359761783287653,no_smote_logreg
6055,0.01,"{0: 1, 1: 2, 2: 1}",10000,l2,saga,0.0001,0.734006734006734,0.004257919899606438,no_smote_logreg
6056,0.01,"{0: 1, 1: 2, 2: 1}",10000,l2,saga,0.001,0.7335016835016834,0.004332871065158799,no_smote_logreg
6057,0.01,"{0: 1, 1: 2, 2: 1}",10000,l2,saga,0.01,0.7302819865319865,0.0035065515485522914,no_smote_logreg
6058,0.01,"{0: 1, 1: 2, 2: 1}",10000,l2,saga,0.1,0.7240319865319865,0.002113197005157116,no_smote_logreg
6059,0.01,"{0: 1, 1: 2, 2: 1}",10000,l2,saga,1,0.7121212121212122,0.0015276676273469389,no_smote_logreg
6060,0.01,"{0: 1, 1: 2, 2: 1}",10000,l1,liblinear,0.0001,0.7231060606060606,0.0014769669314281687,no_smote_logreg
6061,0.01,"{0: 1, 1: 2, 2: 1}",10000,l1,liblinear,0.001,0.7232112794612795,0.0014078896198381954,no_smote_logreg
6062,0.01,"{0: 1, 1: 2, 2: 1}",10000,l1,liblinear,0.01,0.7233164983164984,0.0016158546986912953,no_smote_logreg
6063,0.01,"{0: 1, 1: 2, 2: 1}",10000,l1,liblinear,0.1,0.7216119528619529,0.0015555318697454822,no_smote_logreg
6064,0.01,"{0: 1, 1: 2, 2: 1}",10000,l1,liblinear,1,0.7191919191919192,0.0022204918142913204,no_smote_logreg
6085,0.01,"{0: 1, 1: 2, 2: 1}",10000,l1,saga,0.0001,0.7216750841750842,0.001364441504835642,no_smote_logreg
6086,0.01,"{0: 1, 1: 2, 2: 1}",10000,l1,saga,0.001,0.7215488215488216,0.001270667435980674,no_smote_logreg
6087,0.01,"{0: 1, 1: 2, 2: 1}",10000,l1,saga,0.01,0.7193181818181819,0.0020387493846436002,no_smote_logreg
6088,0.01,"{0: 1, 1: 2, 2: 1}",10000,l1,saga,0.1,0.7199915824915826,0.0010079065669047111,no_smote_logreg
6089,0.01,"{0: 1, 1: 2, 2: 1}",10000,l1,saga,1,0.7126683501683502,0.0017649188843654657,no_smote_logreg
6125,0.01,"{0: 1, 1: 3, 2: 1}",100,,lbfgs,0.0001,0.7229587542087541,0.005491980773407013,no_smote_logreg
6126,0.01,"{0: 1, 1: 3, 2: 1}",100,,lbfgs,0.001,0.7229587542087541,0.005491980773407013,no_smote_logreg
6127,0.01,"{0: 1, 1: 3, 2: 1}",100,,lbfgs,0.01,0.7229587542087541,0.005491980773407013,no_smote_logreg
6128,0.01,"{0: 1, 1: 3, 2: 1}",100,,lbfgs,0.1,0.7229587542087541,0.005491980773407013,no_smote_logreg
6129,0.01,"{0: 1, 1: 3, 2: 1}",100,,lbfgs,1,0.7229587542087541,0.005491980773407013,no_smote_logreg
6140,0.01,"{0: 1, 1: 3, 2: 1}",100,,sag,0.0001,0.722979797979798,0.005752075291142546,no_smote_logreg
6141,0.01,"{0: 1, 1: 3, 2: 1}",100,,sag,0.001,0.7229587542087541,0.005806708226043878,no_smote_logreg
